date,shares_number,insurance_l,corporate_l,pension_fund_l,financial_institutions_l,individual_l,mutual_fund_l,securities_companies_l,foundation_l,other_l,total_l,insurance_f,corporate_f,pension_fund_f,financial_institutions_f,individual_f,mutual_fund_f,securities_companies_f,foundation_f,other_f,total_f,numbers_of_shareholders,change_in_shareholders,symbol
2025-07-31,8654325000.0,1291800.0,8122538671.0,24880300.0,0.0,462590990.0,25034500.0,1214262.0,0.0,75012.0,8637625535.0,0.0,100.0,0.0,458400.0,990400.0,0.0,65.0,0.0,15243000.0,16691965.0,,,IMJS.JK
2025-06-30,8654325000.0,1291800.0,8122088771.0,24880300.0,0.0,457115990.0,25034500.0,1201362.0,0.0,75012.0,8631687735.0,0.0,7800.0,0.0,6286300.0,122100.0,0.0,970565.0,0.0,15243000.0,22629765.0,,,IMJS.JK
2025-05-28,8654325000.0,24096300.0,8122088671.0,24880300.0,0.0,450884490.0,2230000.0,1189262.0,0.0,75012.0,8625444035.0,0.0,110300.0,0.0,11949900.0,122100.0,0.0,1448165.0,0.0,15243000.0,28873465.0,,,IMJS.JK
2025-04-30,8654325000.0,24096300.0,8122169771.0,24880300.0,0.0,452871190.0,2230000.0,1189262.0,0.0,75012.0,8627511835.0,0.0,85000.0,0.0,10316100.0,122100.0,0.0,1039465.0,0.0,15243000.0,26805665.0,,,IMJS.JK
2025-03-27,8654325000.0,24096300.0,8122093671.0,24880300.0,0.0,463019390.0,2230000.0,1189262.0,0.0,75012.0,8637583935.0,0.0,100.0,0.0,1337500.0,152100.0,0.0,865.0,0.0,15243000.0,16733565.0,,,IMJS.JK
2025-02-28,8654325000.0,24096300.0,8122358671.0,24880300.0,0.0,463275190.0,2230000.0,1164262.0,0.0,75012.0,8638079735.0,0.0,100.0,0.0,702500.0,292100.0,0.0,65.0,0.0,15243000.0,16237765.0,,,IMJS.JK
2025-01-31,8654325000.0,24096300.0,8122110371.0,24880300.0,0.0,452333590.0,10230000.0,1164262.0,0.0,75012.0,8634889835.0,0.0,100.0,0.0,4077400.0,107100.0,0.0,65.0,0.0,15243000.0,19427665.0,,,IMJS.JK
2026-08-31,10849262500.0,0.0,10175962789.0,0.0,0.0,615817626.0,29430700.0,1639891.0,72.0,99036.0,10822950114.0,0.0,100.0,0.0,10638221.0,423500.0,0.0,65.0,0.0,15243000.0,26304886.0,,,IMJS.JK
2026-07-31,10849262500.0,0.0,10176117689.0,0.0,0.0,614226626.0,29195700.0,1639891.0,72.0,99036.0,10821279014.0,0.0,100.0,0.0,12309621.0,422300.0,0.0,965.0,0.0,15243000.0,27975986.0,12447.0,-138.0,IMJS.JK
2026-06-30,10849262500.0,0.0,10176117589.0,0.0,0.0,613224326.0,28830700.0,1589891.0,72.0,99036.0,10819861614.0,0.0,100.0,0.0,13649121.0,501100.0,0.0,65.0,0.0,15243000.0,29393386.0,12585.0,-287.0,IMJS.JK
2026-05-29,10849262500.0,0.0,10176606689.0,0.0,0.0,610882526.0,28185200.0,1593991.0,72.0,99036.0,10817367514.0,0.0,249300.0,0.0,15949321.0,444500.0,0.0,1365.0,0.0,15243000.0,31887486.0,12872.0,-628.0,IMJS.JK
2026-04-30,10849262500.0,0.0,10175710289.0,0.0,0.0,624039806.0,24130700.0,1564911.0,72.0,99036.0,10825544814.0,0.0,100.0,0.0,7613421.0,251100.0,0.0,602565.0,0.0,15243000.0,23710186.0,13500.0,582.0,IMJS.JK
2026-03-31,10849262500.0,0.0,10175130189.0,0.0,0.0,598484757.0,24730700.0,1564860.0,72.0,99036.0,10800009614.0,0.0,178400.0,0.0,33285721.0,470600.0,0.0,67665.0,0.0,15243000.0,49245386.0,12918.0,0.0,IMJS.JK
2026-02-27,10849262500.0,0.0,10174436189.0,0.0,0.0,591753183.0,24730700.0,1564934.0,72.0,99036.0,10792584114.0,0.0,100.0,0.0,38888721.0,485800.0,0.0,2053265.0,0.0,15243000.0,56670886.0,13522.0,-582.0,IMJS.JK
2026-01-30,10849262500.0,0.0,10174682689.0,0.0,0.0,591426798.0,21950700.0,1555019.0,72.0,99036.0,10789714314.0,0.0,44600.0,0.0,43305021.0,378800.0,0.0,569265.0,0.0,15243000.0,59540686.0,14104.0,-17.0,IMJS.JK
2025-12-30,3379487200.0,3797600.0,2954717700.0,6362100.0,0.0,402177000.0,7823900.0,0.0,0.0,0.0,3374878300.0,0.0,200000.0,0.0,3473300.0,583900.0,0.0,351700.0,0.0,0.0,4608900.0,13749.0,-1287.0,BLOG.JK
2025-11-28,3379487200.0,4132500.0,2956606300.0,6813600.0,0.0,395941900.0,10124100.0,0.0,0.0,0.0,3373618400.0,0.0,0.0,0.0,5047300.0,471500.0,0.0,350000.0,0.0,0.0,5868800.0,15036.0,-1050.0,BLOG.JK
2025-10-31,3379487200.0,4402200.0,2956625900.0,6813600.0,0.0,391321400.0,12728200.0,0.0,0.0,0.0,3371891300.0,0.0,0.0,0.0,7301400.0,276900.0,0.0,17600.0,0.0,0.0,7595900.0,16086.0,-2310.0,BLOG.JK
2025-09-30,3379487200.0,7742200.0,2954471400.0,6808100.0,0.0,379797000.0,21123500.0,0.0,0.0,0.0,3369942200.0,0.0,1188600.0,0.0,7259900.0,299400.0,0.0,797100.0,0.0,0.0,9545000.0,13776.0,,BLOG.JK
2025-08-29,3379487200.0,5734300.0,2953271900.0,5939800.0,0.0,404782000.0,2634400.0,0.0,0.0,0.0,3372362400.0,0.0,1353100.0,0.0,5287400.0,258000.0,0.0,226300.0,0.0,0.0,7124800.0,,,BLOG.JK
2025-07-31,3379487200.0,0.0,2953958100.0,0.0,0.0,421270900.0,0.0,0.0,0.0,0.0,3375229000.0,0.0,2272600.0,0.0,1800300.0,185300.0,0.0,0.0,0.0,0.0,4258200.0,,,BLOG.JK
2026-08-31,3379487200.0,0.0,2959957500.0,0.0,0.0,418246500.0,0.0,0.0,100.0,0.0,3378204100.0,0.0,200000.0,0.0,72800.0,660300.0,0.0,350000.0,0.0,0.0,1283100.0,,,BLOG.JK
2026-07-31,3379487200.0,0.0,2959757500.0,0.0,0.0,418220200.0,0.0,0.0,0.0,0.0,3377977700.0,0.0,200000.0,0.0,299200.0,660300.0,0.0,350000.0,0.0,0.0,1509500.0,10201.0,-306.0,BLOG.JK
2026-06-30,3379487200.0,60900.0,2956757200.0,993800.0,0.0,419989500.0,388500.0,0.0,0.0,0.0,3378189900.0,0.0,200000.0,0.0,87000.0,660300.0,0.0,350000.0,0.0,0.0,1297300.0,10507.0,-155.0,BLOG.JK
2026-05-29,3379487200.0,400800.0,2956757200.0,6362100.0,0.0,411692800.0,2841800.0,0.0,0.0,0.0,3378054700.0,0.0,200000.0,0.0,212200.0,670300.0,0.0,350000.0,0.0,0.0,1432500.0,10662.0,-309.0,BLOG.JK
2026-04-30,3379487200.0,1779700.0,2956756300.0,6362100.0,0.0,409018900.0,4203800.0,0.0,0.0,0.0,3378120800.0,0.0,200000.0,0.0,145700.0,670700.0,0.0,350000.0,0.0,0.0,1366400.0,10971.0,-317.0,BLOG.JK
2026-03-31,3379487200.0,2576100.0,2956717700.0,6362100.0,0.0,404642000.0,6869700.0,0.0,0.0,0.0,3377167600.0,0.0,200000.0,0.0,942700.0,826900.0,0.0,350000.0,0.0,0.0,2319600.0,11288.0,-580.0,BLOG.JK
2026-02-27,3379487200.0,2576100.0,2956717700.0,6362100.0,0.0,403874000.0,6869700.0,0.0,0.0,0.0,3376399600.0,0.0,200000.0,0.0,1710300.0,827300.0,0.0,350000.0,0.0,0.0,3087600.0,11868.0,-682.0,BLOG.JK
2026-01-30,3379487200.0,2576100.0,2954717700.0,6362100.0,0.0,405737000.0,7293400.0,0.0,0.0,0.0,3376686300.0,0.0,200000.0,0.0,1423200.0,827700.0,0.0,350000.0,0.0,0.0,2800900.0,12550.0,-1199.0,BLOG.JK
