Date,symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits,day_of_week,is_weekend,is_dividend,is_stock_split,daily_return_pct,MA_7_Close,MA_30_Close,MA_7_Volume,volatility_7d,target_volume_T_plus_1
2022-01-11,SMDR.JK,159.78296915690103,161.34182739257812,155.10639444986978,156.66525268554688,34293000.0,0.0,0.0,1,0,0,0,-0.009852184919534657,162.00989859444755,164.6673817952474,20270785.714285713,0.01906287533173521,14439500.0
2022-01-12,SMDR.JK,158.22408536401127,159.0035143559522,155.88579838818845,157.4446563720703,14439500.0,0.0,0.0,2,0,0,0,0.004974962049101084,161.23046875,164.4075714111328,16771428.57142857,0.01577569794464281,12643000.0
2022-01-13,SMDR.JK,157.44467674217788,158.22410583496094,155.10638946382872,158.22410583496094,12643000.0,0.0,0.0,3,0,0,0,0.004950625069476189,160.56238882882255,163.60216115315754,15352214.285714285,0.016130898317756222,13836500.0
2022-01-14,SMDR.JK,159.00352478027344,159.00352478027344,155.8858086081112,159.00352478027344,13836500.0,0.0,0.0,4,0,0,0,0.004926044240853411,159.782958984375,163.0565607706706,15234214.285714285,0.015563520494905045,0.0
2022-01-15,SMDR.JK,159.00352478027344,159.00352478027344,155.8858086081112,159.00352478027344,0.0,0.0,0.0,5,1,0,0,0.0,159.00352913992745,162.666845703125,15234214.285714285,0.015563520494905045,0.0
2022-01-16,SMDR.JK,159.00352478027344,159.00352478027344,155.8858086081112,159.00352478027344,0.0,0.0,0.0,6,1,0,0,0.0,158.2240992954799,162.17320658365887,15234214.285714285,0.015563520494905045,45048500.0
2022-01-17,SMDR.JK,159.0035099637681,168.35665760869566,158.2240809933575,161.341796875,45048500.0,0.0,0.0,0,0,0,0,0.014705787799093262,158.6694837297712,161.75750986735025,17180071.42857143,0.007431685503512332,38029500.0
2022-01-18,SMDR.JK,161.34180633544923,162.12123535156252,151.98865814208986,155.88580322265625,38029500.0,0.0,0.0,1,0,0,0,-0.03381636846756331,158.5581338065011,161.15994669596355,17713857.14285714,0.015442045327367964,20989500.0
2022-01-19,SMDR.JK,155.88580815479008,155.88580815479008,154.3269500732422,154.3269500732422,20989500.0,0.0,0.0,2,0,0,0,-0.00999996867699049,158.1127471923828,160.64032694498698,18649571.42857143,0.01557632855646148,53574000.0
2022-01-20,SMDR.JK,154.32694959640503,155.10637863477072,148.09151728947958,149.65037536621094,53574000.0,0.0,0.0,3,0,0,0,-0.030303033299185822,156.88792855398995,159.9908020019531,24496857.14285714,0.018157728739026862,58747000.0
2022-01-21,SMDR.JK,149.6503758285985,157.444666236338,143.41494350240689,154.3269500732422,58747000.0,0.0,0.0,4,0,0,0,0.03125000318634119,156.21984645298548,159.65304921468098,30912642.85714286,0.0232426705747304,0.0
2022-01-22,SMDR.JK,149.6503758285985,157.444666236338,143.41494350240689,154.3269500732422,0.0,0.0,0.0,5,1,0,0,0.0,155.55176435198103,159.36725870768228,30912642.85714286,0.0232426705747304,0.0
2022-01-23,SMDR.JK,149.6503758285985,157.444666236338,143.41494350240689,154.3269500732422,0.0,0.0,0.0,6,1,0,0,0.0,154.88368225097656,159.13343048095703,30912642.85714286,0.0232426705747304,19743500.0
2022-01-24,SMDR.JK,153.54753104927613,155.10638923251753,151.20924377441406,151.20924377441406,19743500.0,0.0,0.0,0,0,0,0,-0.020201956284035205,153.43617466517858,158.7956787109375,27297642.85714286,0.022279352037959173,32266000.0
2022-01-25,SMDR.JK,149.65036984707444,151.20922786631482,144.1943667797332,146.53265380859375,32266000.0,0.0,0.0,1,0,0,0,-0.030927937003621397,152.10001046316964,158.30204060872396,26474285.714285713,0.02176413884993811,38514000.0
2022-01-26,SMDR.JK,144.1943768953022,151.9886675382915,138.7383734452097,148.09152221679688,38514000.0,0.0,0.0,2,0,0,0,0.01063836877095925,151.20923505510603,157.75644022623698,28977785.714285713,0.022910229774189807,44197000.0
2022-01-27,SMDR.JK,148.09153772849405,149.65039602037294,139.51781712316017,141.07667541503906,44197000.0,0.0,0.0,3,0,0,0,-0.04736832127019741,149.9844207763672,157.10691680908204,27638214.285714287,0.02658427217638644,27857000.0
2022-01-28,SMDR.JK,141.85608451597153,146.53265873078377,141.07665548016948,144.9738006591797,27857000.0,0.0,0.0,4,0,0,0,0.027624164183593924,148.64825657435827,156.58729756673176,23225357.14285714,0.025711053448042493,0.0
2022-01-29,SMDR.JK,141.85608451597153,146.53265873078377,141.07665548016948,144.9738006591797,0.0,0.0,0.0,5,1,0,0,0.0,147.31209237234933,156.24954477945963,23225357.14285714,0.025711053448042493,0.0
2022-01-30,SMDR.JK,141.85608451597153,146.53265873078377,141.07665548016948,144.9738006591797,0.0,0.0,0.0,6,1,0,0,0.0,145.9759281703404,155.9117919921875,23225357.14285714,0.025711053448042493,18354000.0
2022-01-31,SMDR.JK,146.53265873078377,148.8709458381899,144.19437162337766,144.9738006591797,18354000.0,0.0,0.0,0,0,0,0,0.0,145.08515058244978,155.57403920491535,23026857.14285714,0.025323268157068434,0.0
2022-02-01,SMDR.JK,146.53265873078377,148.8709458381899,144.19437162337766,144.9738006591797,0.0,0.0,0.0,1,0,0,0,0.0,144.86245727539062,155.23628641764324,18417428.57142857,0.022760280250539798,20918000.0
2022-02-02,SMDR.JK,146.53265380859375,149.65036984707444,144.97379578935335,146.53265380859375,20918000.0,0.0,0.0,2,0,0,0,0.01075265421977023,144.63976178850447,154.61274261474608,15903714.285714285,0.02277031067879782,32045500.0
2022-02-03,SMDR.JK,146.53267910814037,151.98868311748603,144.9738208197559,150.42982482910156,32045500.0,0.0,0.0,3,0,0,0,0.026595921927398125,145.9759259905134,153.98919932047525,14167785.714285715,0.01279968618790715,111384500.0
