Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-20 00:00:00+07:00,2717.3432917888563,2963.6025276072214,2708.851594002016,2895.6689453125,32338700,0.0,0.0
2021-09-21 00:00:00+07:00,2963.602290700423,3048.5192617806647,2768.2932572158684,2946.618896484375,22319800,0.0,0.0
2021-09-22 00:00:00+07:00,2963.602556597462,3184.386701215038,2946.6191608576487,3073.99462890625,20412700,0.0,0.0
2021-09-23 00:00:00+07:00,3090.9779928768385,3133.436481789982,2861.702152745864,2887.17724609375,16525000,0.0,0.0
2021-09-24 00:00:00+07:00,2887.1772358295793,3031.5360976210586,2793.76856055274,2827.7353515625,17854000,0.0,0.0
2021-09-27 00:00:00+07:00,2853.2104700854698,3014.5527288105413,2844.7187722578346,2980.5859375,10649900,0.0,0.0
2021-09-28 00:00:00+07:00,2989.0776057401813,2997.5693034837614,2776.7851621506798,2810.751953125,12576000,0.0,0.0
2021-09-29 00:00:00+07:00,2819.2434190699187,2929.6354806600057,2759.8015397521795,2861.701904296875,8370700,0.0,0.0
2021-09-30 00:00:00+07:00,2861.7019171089196,2963.6022821098304,2861.7019171089196,2912.652099609375,8732000,0.0,0.0
2021-10-01 00:00:00+07:00,2912.6523451694225,2946.6191363667335,2836.2270649754723,2921.14404296875,9778600,0.0,0.0
2021-10-04 00:00:00+07:00,2946.618872506278,3014.5524488176616,2853.210205078125,2853.210205078125,14987000,0.0,0.0
2021-10-05 00:00:00+07:00,2853.210217927631,2972.0939770079494,2802.260035464638,2904.160400390625,10349600,0.0,0.0
2021-10-06 00:00:00+07:00,2912.652330592721,2946.6191216200414,2802.26025975393,2836.22705078125,18028200,0.0,0.0
2021-10-07 00:00:00+07:00,2836.2270565597264,2895.6689409786427,2819.2436610114646,2870.19384765625,10981400,0.0,0.0
2021-10-08 00:00:00+07:00,2870.1934874076155,3396.678683322622,2861.701790699309,3303.27001953125,44897300,0.0,0.0
2021-10-11 00:00:00+07:00,3311.7621954970473,3362.712383120079,3209.8618202509842,3235.3369140625,14933500,0.0,0.0
2021-10-12 00:00:00+07:00,3235.336699440137,3379.6955547957336,3175.8948178231267,3371.203857421875,23143800,0.0,0.0
2021-10-13 00:00:00+07:00,3311.761939639137,3371.2038206070188,3184.3864804222467,3209.861572265625,17288400,0.0,0.0
2021-10-14 00:00:00+07:00,3209.8617803400216,3226.8451760031962,2989.07763671875,2989.07763671875,28000300,0.0,0.0
2021-10-15 00:00:00+07:00,2989.0776179941004,3014.5527113292774,2853.210453539823,2878.685546875,21962100,0.0,0.0
2021-10-18 00:00:00+07:00,2878.6855483111212,2946.619130572151,2861.702152745864,2887.17724609375,9386500,0.0,0.0
2021-10-19 00:00:00+07:00,2887.177243204512,2946.6191276234285,2861.702149882119,2870.19384765625,8986500,0.0,0.0
2021-10-21 00:00:00+07:00,2878.6855380771394,2912.652329086899,2802.26025830518,2827.7353515625,8464300,0.0,0.0
2021-10-22 00:00:00+07:00,2827.7351161153097,2929.6354806600057,2819.2434190699187,2861.701904296875,17483300,0.0,0.0
2021-10-25 00:00:00+07:00,2861.70212088558,2878.6855162617558,2666.3930740595615,2708.8515625,26421300,0.0,0.0
2021-10-26 00:00:00+07:00,2708.851575897961,2827.7353441191885,2700.3598781678734,2785.27685546875,22733300,0.0,0.0
2021-10-27 00:00:00+07:00,2793.768277994792,2810.751671781994,2674.884521484375,2674.884521484375,9971000,0.0,0.0
2021-10-28 00:00:00+07:00,2674.884521484375,2742.8180966331847,2632.4260370163693,2674.884521484375,9757500,0.0,0.0
2021-10-29 00:00:00+07:00,2683.376225309552,2742.8181037183076,2657.901134562942,2700.359619140625,12735300,0.0,0.0
2021-11-01 00:00:00+07:00,2700.3596604344402,2912.6520865692232,2700.3596604344402,2861.701904296875,31898400,0.0,0.0
2021-11-02 00:00:00+07:00,2887.1769681490387,2895.6686651141827,2734.3264227764425,2759.801513671875,14371900,0.0,0.0
2021-11-03 00:00:00+07:00,2802.259993892705,2802.259993892705,2708.8513274296147,2742.818115234375,8871700,0.0,0.0
2021-11-04 00:00:00+07:00,2751.3098277698864,2827.7351007634943,2751.3098277698864,2802.260009765625,11932300,0.0,0.0
2021-11-05 00:00:00+07:00,2810.7517111904654,2878.685287291745,2793.768317165145,2819.243408203125,8480300,0.0,0.0
2021-11-08 00:00:00+07:00,2819.243408203125,2870.193590279085,2793.768317165145,2819.243408203125,7995700,0.0,0.0
2021-11-09 00:00:00+07:00,2819.243416922433,2870.193599155971,2802.2600228445867,2853.210205078125,13345300,0.0,0.0
2021-11-10 00:00:00+07:00,2870.1938616873204,2955.11083984375,2844.7187682403915,2955.11083984375,23867400,0.0,0.0
2021-11-11 00:00:00+07:00,2972.0942224373157,2972.0942224373157,2853.210453539823,2878.685546875,10086100,0.0,0.0
2021-11-12 00:00:00+07:00,2878.6853337692,3040.0275796146716,2853.2102423199153,3006.060791015625,21313600,0.0,0.0
2021-11-15 00:00:00+07:00,3057.011215078797,3057.011215078797,2929.635747783847,2963.6025390625,12378500,0.0,0.0
2021-11-16 00:00:00+07:00,2972.0942621645722,3158.911615786345,2972.0942621645722,3124.94482421875,26144500,0.0,0.0
2021-11-17 00:00:00+07:00,3124.944578082425,3243.8283392051258,3065.5026975210744,3116.452880859375,18140000,0.0,0.0
2021-11-18 00:00:00+07:00,3116.45336645037,3184.3869548198604,3065.5031751732527,3082.486572265625,6960800,0.0,0.0
2021-11-19 00:00:00+07:00,3082.4860778808593,3150.4196553548177,3057.010986328125,3057.010986328125,5580700,0.0,0.0
2021-11-22 00:00:00+07:00,3057.010984287953,3141.927956073729,3014.5524983950645,3048.519287109375,6411400,0.0,0.0
2021-11-23 00:00:00+07:00,3048.5195215398617,3090.9780106977983,2895.668960571289,2989.07763671875,10300800,0.0,0.0
2021-11-24 00:00:00+07:00,2989.077626811594,2997.5693246150363,2912.652346580616,2929.6357421875,7896600,0.0,0.0
2021-11-25 00:00:00+07:00,2980.5857456752233,3260.8117559523807,2938.127259269593,3209.861572265625,30072400,0.0,0.0
2021-11-26 00:00:00+07:00,3209.861804496951,3294.778783451897,3090.978033960027,3133.4365234375,17805800,0.0,0.0
2021-11-29 00:00:00+07:00,3133.4362588951517,3192.878139145195,3014.5524983950645,3048.519287109375,18397700,0.0,0.0
2021-11-30 00:00:00+07:00,3065.5029415646113,3192.8784100506755,2972.094264674831,3141.92822265625,29010600,0.0,0.0
2021-12-01 00:00:00+07:00,3116.4531289590373,3141.92822265625,3031.5361499683277,3141.92822265625,8127000,0.0,0.0
2021-12-02 00:00:00+07:00,3141.928211865504,3158.911607605318,3065.5029310363434,3073.99462890625,4642700,0.0,0.0
2021-12-03 00:00:00+07:00,3082.486329466432,3124.944818853022,3073.994631589114,3090.97802734375,2366600,0.0,0.0
2021-12-06 00:00:00+07:00,3107.9611673594186,3184.3864419666174,3031.5358927522198,3048.519287109375,13828700,0.0,0.0
2021-12-07 00:00:00+07:00,3057.0114766270663,3090.9782708118114,3040.0280795346935,3082.486572265625,4093300,0.0,0.0
2021-12-08 00:00:00+07:00,3090.9780300119533,3158.9116130891393,3048.5195405887125,3107.96142578125,8765500,0.0,0.0
2021-12-09 00:00:00+07:00,3116.45289264096,3184.3864706821796,3099.469498130655,3167.403076171875,5046500,0.0,0.0
2021-12-10 00:00:00+07:00,3167.4033109737875,3243.8285919356217,3099.469727896602,3107.96142578125,11824900,0.0,0.0
2021-12-13 00:00:00+07:00,3116.45336645037,3167.403557727488,3082.486572265625,3082.486572265625,4268000,0.0,0.0
2021-12-14 00:00:00+07:00,3090.9780106977983,3090.9780106977983,2955.1108453924007,2989.07763671875,12466800,0.0,0.0
2021-12-15 00:00:00+07:00,2989.077394652975,3031.535880372477,2972.0940003651735,2997.569091796875,3870700,0.0,0.0
2021-12-16 00:00:00+07:00,3006.060782645089,3057.0109654017856,2972.093994140625,2972.093994140625,5203300,0.0,0.0
2021-12-17 00:00:00+07:00,2955.1106060773727,3014.5524860846763,2895.668726070069,2997.569091796875,4397300,0.0,0.0
2021-12-20 00:00:00+07:00,2997.5690791325196,2997.5690791325196,2938.1271993763507,2946.618896484375,3966100,0.0,0.0
2021-12-21 00:00:00+07:00,2946.6188633930255,2946.6188633930255,2810.7517111904654,2819.243408203125,11279200,0.0,0.0
2021-12-22 00:00:00+07:00,2819.243635611371,2878.685519494743,2691.8681701470014,2725.8349609375,8158200,0.0,0.0
2021-12-23 00:00:00+07:00,2725.834721331995,2802.259993892705,2717.3430243808048,2742.818115234375,4705200,0.0,0.0
2021-12-24 00:00:00+07:00,2751.309812185565,2793.768296941515,2725.834721331995,2742.818115234375,5197800,0.0,0.0
2021-12-27 00:00:00+07:00,2742.8181083679196,2768.2931991577148,2666.3928359985352,2717.343017578125,7947800,0.0,0.0
2021-12-28 00:00:00+07:00,2734.3266860064336,2938.127432789522,2717.3432904411766,2887.17724609375,8355400,0.0,0.0
2021-12-29 00:00:00+07:00,2904.160631334459,2904.160631334459,2827.7353515625,2827.7353515625,3245000,0.0,0.0
2021-12-30 00:00:00+07:00,2836.226802228445,2844.7184992411053,2734.326438076525,2819.243408203125,4984500,0.0,0.0
2022-01-03 00:00:00+07:00,2819.243451774965,3023.0441832285765,2819.243451774965,2997.569091796875,11118200,0.0,0.0
2022-01-04 00:00:00+07:00,3040.0275919596356,3082.4860778808593,2997.5691060384115,3057.010986328125,9109100,0.0,0.0
2022-01-05 00:00:00+07:00,3057.0109718041786,3090.9777603797806,2980.585697509074,2997.569091796875,3709400,0.0,0.0
2022-01-06 00:00:00+07:00,2972.09423263638,2972.09423263638,2810.7519742932623,2938.12744140625,9557800,0.0,0.0
2022-01-07 00:00:00+07:00,2938.12744140625,2963.6025348288476,2895.6689523685873,2938.12744140625,3889500,0.0,0.0
2022-01-10 00:00:00+07:00,2938.127177705397,2938.127177705397,2853.210207251484,2861.701904296875,8073500,0.0,0.0
2022-01-11 00:00:00+07:00,2861.702112671676,2861.702112671676,2666.39306640625,2666.39306640625,23187700,0.0,0.0
2022-01-12 00:00:00+07:00,2717.3432779456193,2861.7021395864804,2683.376486971299,2810.751953125,13110700,0.0,0.0
2022-01-13 00:00:00+07:00,2810.75171988351,2861.7019021170477,2759.801537649972,2853.210205078125,5181700,0.0,0.0
2022-01-14 00:00:00+07:00,2853.210453539823,2887.1772446533923,2810.7519646478613,2878.685546875,3901000,0.0,0.0
2022-01-17 00:00:00+07:00,2904.16064309934,2997.569318754582,2844.718758591459,2895.6689453125,12182900,0.0,0.0
2022-01-18 00:00:00+07:00,2887.176979758523,2938.1271617542616,2776.7849187677557,2802.260009765625,5166000,0.0,0.0
2022-01-19 00:00:00+07:00,2802.2602448640046,2836.227035710841,2742.818360882041,2751.31005859375,5959400,0.0,0.0
2022-01-20 00:00:00+07:00,2751.3098099039207,2785.2765976805126,2725.834719071477,2734.326416015625,3743500,0.0,0.0
2022-01-21 00:00:00+07:00,2751.3100615893404,2819.2436433569787,2700.359875263612,2768.29345703125,6796900,0.0,0.0
2022-01-24 00:00:00+07:00,2776.7849076021635,2810.7516954627404,2725.834725811298,2759.801513671875,8742200,0.0,0.0
2022-01-25 00:00:00+07:00,2734.3268889877268,2793.7687778787645,2572.984619140625,2572.984619140625,21541800,0.0,0.0
2022-01-26 00:00:00+07:00,2589.9677336131426,2589.9677336131426,2394.65869140625,2394.65869140625,5735500,0.0,0.0
2022-01-27 00:00:00+07:00,2377.6753209175085,2530.525877262205,2233.3164621475166,2522.0341796875,67594600,0.0,0.0
2022-01-28 00:00:00+07:00,2530.5261213972763,2572.984613367029,2445.60913745777,2513.542724609375,15525100,0.0,0.0
2022-01-31 00:00:00+07:00,2513.542183254076,2547.508969514266,2343.708251953125,2343.708251953125,11009800,0.0,0.0
2022-02-02 00:00:00+07:00,2335.216590618265,2522.0339178677264,2216.3328369140627,2462.592041015625,20438500,0.0,0.0
2022-02-03 00:00:00+07:00,2462.592256643476,2488.067348953581,2326.72509765625,2326.72509765625,6838900,0.0,0.0
2022-02-04 00:00:00+07:00,2292.7583079094434,2377.6752822764597,2292.7583079094434,2326.72509765625,10257300,0.0,0.0
2022-02-07 00:00:00+07:00,2326.725090422454,2360.691880063657,2267.2832085503474,2292.75830078125,7983800,0.0,0.0
2022-02-08 00:00:00+07:00,2292.7582780704943,2318.2333700490553,2182.366212830063,2190.85791015625,11975000,0.0,0.0
2022-02-09 00:00:00+07:00,2182.366218420738,2258.791494552203,2122.9243369851533,2216.3330078125,13595400,0.0,0.0
2022-02-10 00:00:00+07:00,2216.3330360164714,2420.1337749605145,2216.3330360164714,2352.2001953125,19098900,0.0,0.0
2022-02-11 00:00:00+07:00,2360.691625885804,2377.6750188777883,2258.791267933899,2284.266357421875,4632100,0.0,0.0
2022-02-14 00:00:00+07:00,2284.266833305359,2284.266833305359,2165.3830575942993,2173.874755859375,9019800,0.0,0.0
2022-02-15 00:00:00+07:00,2165.3828086400695,2224.8246896615615,2148.3994140625,2148.3994140625,5112000,0.0,0.0
2022-02-16 00:00:00+07:00,2156.891126376916,2275.7748892480845,2148.399429028975,2216.3330078125,11300200,0.0,0.0
2022-02-17 00:00:00+07:00,2207.841306708494,2250.2997933759652,2156.8911227075287,2199.349609375,5345800,0.0,0.0
2022-02-18 00:00:00+07:00,2182.3662165715145,2267.283189978966,2173.8745192307692,2207.84130859375,9777400,0.0,0.0
2022-02-21 00:00:00+07:00,2207.841306708494,2241.808096042471,2173.8745173745174,2199.349609375,10073400,0.0,0.0
2022-02-22 00:00:00+07:00,2199.3496055751457,2224.8246975316147,2054.9907511551555,2182.3662109375,15339700,0.0,0.0
2022-02-23 00:00:00+07:00,2182.366193217616,2199.3495877173636,2105.94091796875,2105.94091796875,11246500,0.0,0.0
2022-02-24 00:00:00+07:00,2114.4327124233905,2148.3995029844086,1961.5821548988079,1970.0738525390625,18421300,0.0,0.0
2022-02-25 00:00:00+07:00,1970.0739957554133,2156.891357421875,1970.0739957554133,2156.891357421875,20875200,0.0,0.0
2022-03-01 00:00:00+07:00,2182.3664521945743,2250.300038255106,2156.891357421875,2156.891357421875,9729700,0.0,0.0
2022-03-02 00:00:00+07:00,2156.891358379289,2216.3332462086396,2114.4328670726104,2165.383056640625,9191400,0.0,0.0
2022-03-04 00:00:00+07:00,2165.3830445842977,2199.349837440522,2046.499269587513,2063.482666015625,11149500,0.0,0.0
2022-03-07 00:00:00+07:00,2012.5322027965983,2071.974082204093,1919.12353515625,1919.12353515625,19307800,0.0,0.0
2022-03-08 00:00:00+07:00,1919.1236311926095,1970.0738160915284,1791.7481689453125,1791.7481689453125,24408800,0.0,0.0
2022-03-09 00:00:00+07:00,1791.748304153237,1919.123776012472,1774.764907905339,1893.648681640625,9337800,0.0,0.0
2022-03-10 00:00:00+07:00,1919.1239034901496,1953.0906982421875,1842.698615298064,1953.0906982421875,6797900,0.0,0.0
2022-03-11 00:00:00+07:00,1953.0906982421875,1978.565794306216,1910.63220480214,1953.0906982421875,3123300,0.0,0.0
2022-03-14 00:00:00+07:00,1953.090340377938,1995.548826038328,1910.631854717548,1987.05712890625,5186200,0.0,0.0
2022-03-15 00:00:00+07:00,1987.0572240986955,2029.515711793112,1851.1900634765625,1851.1900634765625,11357700,0.0,0.0
2022-03-16 00:00:00+07:00,1851.1900668057528,1885.1568570223724,1800.239881480824,1868.1734619140625,8035100,0.0,0.0
2022-03-17 00:00:00+07:00,1868.1735915129407,1970.0739692318282,1868.1735915129407,1927.615478515625,18943300,0.0,0.0
2022-03-18 00:00:00+07:00,1944.5987532766242,1944.5987532766242,1910.6319628263773,1936.1070556640625,10273000,0.0,0.0
2022-03-21 00:00:00+07:00,1944.598677377852,2148.399412124876,1944.598677377852,2139.90771484375,21209200,0.0,0.0
2022-03-22 00:00:00+07:00,2156.891095344388,2165.382792570153,2054.990728635204,2080.4658203125,15173300,0.0,0.0
2022-03-23 00:00:00+07:00,2122.9243457765506,2275.7748986724623,2071.9741614779136,2258.79150390625,26296100,0.0,0.0
2022-03-24 00:00:00+07:00,2258.7915129151293,2335.2167896678966,2216.3330258302585,2301.25,17463600,0.0,0.0
2022-03-25 00:00:00+07:00,2292.75830078125,2309.741695601852,2233.3164189091435,2292.75830078125,7598400,0.0,0.0
2022-03-28 00:00:00+07:00,2292.7582934386746,2292.7582934386746,2250.2998065231436,2258.79150390625,3756800,0.0,0.0
2022-03-29 00:00:00+07:00,2258.7914788166995,2258.7914788166995,2139.9077167737155,2148.3994140625,9091300,0.0,0.0
2022-03-30 00:00:00+07:00,2148.39943083552,2233.316404386331,2148.39943083552,2224.82470703125,9337800,0.0,0.0
2022-03-31 00:00:00+07:00,2224.8247051604408,2233.316402508381,2173.874521072797,2216.3330078125,6400300,0.0,0.0
2022-04-01 00:00:00+07:00,2233.3164006159855,2233.3164006159855,2105.9409405048077,2207.84130859375,9709500,0.0,0.0
2022-04-04 00:00:00+07:00,2233.3164189091435,2309.741695601852,2207.841326678241,2292.75830078125,11657600,0.0,0.0
2022-04-05 00:00:00+07:00,2309.74169193097,2309.74169193097,2258.7915075501396,2275.77490234375,4107000,0.0,0.0
